Nr of publication,Cation 1,,Cation 2,,Cation 3,,Cation 4,,Anion 1,,Anion 2,,Pro- motor,Support 1,,Support 2,,,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"P total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2),%",Basicity,Acidity,Electro-negativity,Anion conductivity,p/n conductivity
,value,mol%,value,mol%,value,mol%,value,mol%,value,mol%,value,mol%,,value,mol%,value,mol%,,,,,,,,,,,,,,,,,,,,
,Ru,12.5,Bi,37.5,Ba,50.00,,,,,,,,,,,,112.5,Therm.decomp.,1023,0.67,0.33,2.0,1.0,0.08,,27.6,68.5,21.9,6.3,28.2,7.8,,,,,
,Sb,25.0,La,12.5,Bi,12.50,Ba,50.00,,,,,,,,,,91.7,Therm.decomp.,1023,0.67,0.33,2.0,1.0,0.08,,35.9,52.4,25.1,17.5,42.6,15.3,,,,,
,Ni,16.7,Sb,16.7,Bi,16.60,Ba,50.00,,,,,,,,,,100.0,Therm.decomp.,1023,0.67,0.33,2.0,1.0,0.08,,33.4,61.6,24.7,5.8,30.5,10.2,,,,,
,Ni,16.7,Sb,16.7,Ta,16.60,Ba,50.00,,,,,,,,,,100.0,Therm.decomp.,1023,0.67,0.33,2.0,1.0,0.08,,31.6,64.9,23.1,4.1,27.2,8.6,,,,,
,Ni,16.7,Sb,16.7,Nb,16.60,Ba,50.00,,,,,,,,,,95.8,Therm.decomp.,1023,0.67,0.33,2.0,1.0,0.08,,33.4,64.5,22.9,4.3,27.2,9.1,,,,,
266,Sb,12.5,Ta,25.0,Li,12.50,Ba,50.00,,,,,,,,,,112.5,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,36.4,66.0,22.6,3.2,25.8,9.4,,,,,
,Sb,25.0,Ta,12.5,Na,12.50,Ba,50.00,,,,,,,,,,87.5,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,38.3,75.9,17.4,2.9,20.3,7.8,,,,,
,Sb,12.5,Ta,25.0,Na,12.50,Ba,50.00,,,,,,,,,,100.0,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,35.0,66.5,22.3,3.6,25.9,9.1,,,,,
,Sb,12.5,Nb,25.0,Na,12.50,Ba,50.00,,,,,,,,,,112.5,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,35.6,69.1,21.3,2.8,24.1,8.6,,,,,
,Sb,25.0,Ta,12.5,Li,12.50,Ba,50.00,,,,,,,,,,100.0,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,36.3,66.7,22.5,2.9,25.4,9.2,,,,,
,Sb,25.0,Nb,12.5,Li,12.50,Ba,50.00,,,,,,,,,,87.5,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,38.5,79.3,14.8,3.8,18.6,7.2,,,,,
,Sb,12.5,Nb,25.0,Li,12.50,Ba,50.00,,,,,,,,,,88.6,Therm.decomp.,1123,0.67,0.33,2.0,1.0,0.08,,36.3,66.9,23.5,2.8,26.3,9.5,,,,,
267,Ni,1.1,K,9.0,Ca,89.90,,,,,,,,,,,,101.0,Therm.decomp.,903,0.30,0.12,2.5,1.0,9000.00,,37.0,,,,54.2,20.1,,,,,
,Ni,2.1,K,8.9,Ca,89.00,,,,,,,,,,,,99.1,Therm.decomp.,923,0.30,0.12,2.5,1.0,9000.00,,35.1,,,,53.3,18.7,,,,,
,Ni,1.2,K,2.3,Ca,96.50,,,,,,,,,,,,99.9,Therm.decomp.,903,0.30,0.12,2.5,1.0,9000.00,,34.0,,,,55.5,18.9,,,,,
,Co,1.1,K,9.0,Ca,89.90,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.30,0.12,2.5,1.0,9000.00,,34.1,,,,53.4,18.2,,,,,
,Ba,1.1,Ni,1.0,K,8.90,Ca,89.00,,,,,,,,,,100.0,Therm.decomp.,983,0.30,0.12,2.5,1.0,9000.00,,35.8,,,,54.9,19.7,,,,,
,Ni,1.1,K,9.0,Ba,89.90,,,,,,,,,,,,99.7,Therm.decomp.,1053,0.30,0.12,2.5,1.0,9000.00,,29.6,,,,34.3,10.2,,,,,
,Sn,.8,Li,17.2,Mg,82.00,,,,,,,,,,,,118.0,Therm.decomp.,923,0.30,0.12,2.5,1.0,9000.00,,21.7,,,,37.0,8.0,,,,,
268,Li,18.8,Mg,62.4,,,,,Cl,18.8,,,,,,,,131.2,Sol-gel,923,0.13,0.05,2.6,1.0,7.20,85.0,36.3,43.3,49.7,6.9,56.6,20.5,,,,,
269,Mn,50.0,Mo,50.0,,,,,,,,,,,,,,51.0,impregnation,973,0.40,0.20,2.0,1.0,7.20,10.0,3.3,79.0,,,2.4,0.1,,,,,
,Li,1.0,Mn,49.5,Mo,49.50,,,,,,,,,,,,100.0,impregnation,973,0.40,0.20,2.0,1.0,7.20,16.0,6.4,63.0,,,24.0,1.5,,,,,
,Na,1.0,Mn,49.5,Mo,49.50,,,,,,,,,,,,100.0,impregnation,973,0.40,0.20,2.0,1.0,7.20,28.0,9.8,63.0,,,19.0,1.9,,,,,
,K,1.0,Mn,49.5,Mo,49.50,,,,,,,,,,,,149.0,impregnation,973,0.40,0.20,2.0,1.0,7.20,12.0,5.4,44.0,,,43.0,2.3,,,,,
270,Sr,50.0,Ti,50.0,,,,,,,,,,,,,,,Therm.decomp.,1003,0.29,0.14,2.0,1.0,0.06,,10.1,,,,29.0,2.9,,,,,
,Sr,66.7,Ti,33.3,,,,,,,,,,,,,,,Therm.decomp.,1003,0.29,0.14,2.0,1.0,0.06,,12.6,,,,33.3,4.2,,,,,
,Sr,50.0,Sn,50.0,,,,,,,,,,,,,,,Therm.decomp.,1003,0.29,0.14,2.0,1.0,0.06,,6.2,,,,24.2,1.5,,,,,
,Sr,66.7,Sn,33.3,,,,,,,,,,,,,,,Therm.decomp.,1003,0.29,0.14,2.0,1.0,0.06,,8.0,,,,27.4,2.2,,,,,
,Sr,50.0,Zr,50.0,,,,,,,,,,,,,,,Therm.decomp.,1003,0.29,0.14,2.0,1.0,0.06,,12.3,,,,26.1,3.2,,,,,
,Sr,66.7,Zr,33.3,,,,,,,,,,,,,,,Therm.decomp.,1003,0.29,0.14,2.0,1.0,0.06,,10.4,,,,30.7,3.2,,,,,
271,Sr,3.9,La,96.1,,,,,,,,,,,,,,,n.a.,973,0.83,0.17,4.8,1.0,0.05,,25.0,,,,55.0,13.8,,,,,
,Sr,3.9,La,92.2,,,,,S,3.9,,,,,,,,,Impregnation,973,0.83,0.17,4.8,1.0,0.05,,21.0,,,,45.0,9.5,,,,,
272,Ba,25.0,Ce,25.0,,,,,F,50.0,,,,,,,,,Therm.decomp.,1073,0.20,0.25,0.8,1.0,0.24,,32.8,,31.9,20.0,51.9,17.0,,,,,
,Ba,28.6,Ce,14.3,,,,,F,57.1,,,,,,,,,Therm.decomp.,1073,0.20,0.25,0.8,1.0,0.24,,33.7,,32.3,21.0,53.3,18.0,,,,,
,Ba,30.0,Ce,10.0,,,,,F,60.0,,,,,,,,,Therm.decomp.,1073,0.20,0.25,0.8,1.0,0.24,,32.9,,33.7,21.0,54.7,18.0,,,,,
,Ba,30.8,Ce,7.6,,,,,F,61.6,,,,,,,,,Therm.decomp.,1073,0.20,0.25,0.8,1.0,0.24,,34.0,,33.6,20.0,53.6,18.2,,,,,
,Ba,31.3,Ce,6.2,,,,,F,62.5,,,,,,,,,Therm.decomp.,1073,0.20,0.25,0.8,1.0,0.24,,32.8,,31.0,21.0,52.0,17.1,,,,,
,La,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,873,0.20,0.25,0.8,1.0,0.24,,29.1,,24.6,20.2,44.8,13.0,,,,,
,La,25.0,,,,,,,F,75.0,,,,,,,,,Therm.decomp.,1023,0.20,0.25,0.8,1.0,0.24,,2.1,,0.0,53.8,53.8,1.1,,,,,
,Sr,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1023,0.20,0.25,0.8,1.0,0.24,,0.9,,0.0,51.2,51.2,0.5,,,,,
,Sr,20.0,La,80.0,,,,,,,,,,,,,,,Therm.decomp.,873,0.20,0.25,0.8,1.0,0.24,,28.4,,27.2,22.6,49.8,14.1,,,,,
,Sr,50.0,La,50.0,,,,,,,,,,,,,,,Therm.decomp.,973,0.20,0.25,0.8,1.0,0.24,,30.2,,29.2,21.7,50.9,15.4,,,,,
,Sr,20.0,La,20.0,,,,,F,60.0,,,,,,,,,Therm.decomp.,1023,0.20,0.25,0.8,1.0,0.24,,31.8,,37.8,16.2,54.0,17.2,,,,,
,Sr,33.0,La,16.7,,,,,F,50.3,,,,,,,,,Therm.decomp.,973,0.20,0.25,0.8,1.0,0.24,,33.1,,36.4,20.5,56.9,18.8,,,,,
,Sr,50.0,La,12.5,,,,,F,37.5,,,,,,,,,Therm.decomp.,1023,0.20,0.25,0.8,1.0,0.24,,33.8,,40.0,13.9,53.9,18.2,,,,,
273,Fe,3.0,,,,,,,,,,,,Si,97.0,,,,Impregnation,1123,0.05,0.03,1.7,1.0,,,10.0,,,,60.0,6.0,,,,,
274,Na,50.0,La,50.0,,,,,,,,,,,,,,63.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,8.0,,6.0,14.0,20.0,1.6,,,,,
,V,13.0,Na,43.5,La,43.50,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,16.0,,7.0,13.0,20.0,3.2,,,,,
,Nb,13.0,Na,43.5,La,43.50,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,16.0,,8.0,12.5,20.5,3.3,,,,,
,Ta,13.0,Na,43.5,La,43.50,,,,,,,,,,,,110.1,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,18.0,,8.0,12.5,20.5,3.7,,,,,
,Nb,23.1,Na,76.9,,,,,,,,,,,,,,89.9,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,4.0,,3.6,11.0,14.6,0.6,,,,,
,Nb,13.0,Na,43.5,Sc,43.50,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,14.0,,6.5,13.0,19.5,2.7,,,,,
,Nb,13.0,Na,43.5,Y,43.50,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,16.7,,7.8,13.0,20.8,3.5,,,,,
,Nb,13.0,Na,43.5,La,43.50,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,15.8,,8.0,13.5,21.5,3.4,,,,,
,Nb,13.0,Na,43.5,Ce,43.50,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,14.5,,6.5,13.2,19.7,2.9,,,,,
,Nb,13.0,Na,43.5,Sm,43.50,,,,,,,,,,,,94.2,Therm.decomp.,1023,0.90,0.10,9.0,1.0,0.60,,14.5,,7.0,13.2,20.2,2.9,,,,,
275,Ba,7.2,La,78.2,,,,,F,14.6,,,,,,,,142.8,Therm.decomp.,1053,0.80,0.20,4.0,1.0,0.24,,28.7,32.7,44.6,22.6,67.2,19.3,,,,,
276,Mn,50.0,Mg,50.0,,,,,,,,,,,,,,83.3,Impregnation,1023,0.75,0.25,3.0,1.0,0.25,,24.5,,,,19.7,4.8,,,,,
,Li,33.3,Mn,33.3,Mg,33.40,,,,,,,,,,,,100.0,Impregnation,1023,0.75,0.25,3.0,1.0,0.25,,25.9,,,,25.0,6.5,,,,,
,Na,33.3,Mn,33.3,Mg,33.40,,,,,,,,,,,,100.0,Impregnation,1023,0.75,0.25,3.0,1.0,0.25,,24.8,,,,21.0,5.2,,,,,
,K,33.3,Mn,33.3,Mg,33.40,,,,,,,,,,,,86.7,Impregnation,1023,0.75,0.25,3.0,1.0,0.25,,24.7,,,,20.4,5.0,,,,,
,Mn,20.0,Mg,20.0,Na,60.00,,,,,,,,,,,,113.3,Impregnation,1023,0.75,0.25,3.0,1.0,0.25,,25.1,,,,24.4,6.1,,,,,
,Na,33.3,Mn,33.3,Mg,33.40,,,,,,,,,,,,166.7,Impregnation,1023,0.75,0.25,3.0,1.0,0.25,,23.7,,,,19.0,4.5,,,,,
277,Ca,100.0,,,,,,,,,,,,,,,,,Therm.decomp.,1013,0.67,0.07,9.6,1.0,0.11,94.0,11.0,,33.0,18.0,51.0,5.6,,,,,
,Na,11.9,Ca,88.1,,,,,,,,,,,,,,,Therm.decomp.,1013,0.67,0.07,9.6,1.0,0.96,93.0,15.0,,36.0,30.0,66.0,9.9,,,,,
,Li,11.0,Ca,89.0,,,,,,,,,,,,,,,Therm.decomp.,1013,0.67,0.07,9.6,1.0,1.37,96.0,16.0,,29.0,34.0,63.0,10.1,,,,,
278,Na,8.1,Pb,18.5,,,,,,,,,,Al,36.7,Si,36.7,,Therm.decomp.,1023,0.70,0.07,10.0,1.0,1.03,25.3,2.1,,8.0,33.1,41.1,0.9,,,,,
,Pb,20.0,,,,,,,,,,,,Al,40.0,Si,40.0,,Therm.decomp.,1023,0.70,0.07,10.0,1.0,1.03,58.4,3.9,,5.0,14.5,19.5,0.8,,,,,
279,Pb,33.3,Al,66.7,,,,,,,,,,,,,,,Sol-gel,993,0.36,0.05,7.3,1.0,0.65,,9.7,,,,81.0,7.9,,,,,
,Pb,33.3,Al,66.7,,,,,,,,,,,,,,,precipitation,1123,0.48,0.07,7.1,1.0,0.75,,12.2,,,,50.3,6.1,,,,,
280,La,100.0,,,,,,,,,,,Cl,,,,,25.0,Therm.decomp.,923,0.75,0.25,3.0,1.0,0.24,,29.3,58.3,24.6,19.2,43.8,12.8,,,,,
,La,25.0,,,,,,,F,75.0,,,,,,,,175.0,Therm.decomp.,1023,0.75,0.25,3.0,1.0,0.24,,2.1,46.2,0.0,53.8,53.8,1.1,,,,,
,Sr,100.0,,,,,,,,,,,,,,,,25.0,Therm.decomp.,1023,0.75,0.25,3.0,1.0,0.24,,0.9,48.8,0.0,51.2,51.2,0.5,,,,,
,Sr,25.0,,,,,,,F,75.0,,,,,,,,108.3,Therm.decomp.,1023,0.75,0.25,3.0,1.0,0.24,,0.7,46.0,0.0,54.0,54.0,0.4,,,,,
,Sr,33.3,La,66.7,,,,,,,,,,,,,,79.6,Therm.decomp.,973,0.75,0.25,3.0,1.0,0.24,,30.2,49.1,29.2,21.7,50.9,15.4,,,,,
,Sr,12.9,La,61.5,,,,,F,25.6,,,,,,,,93.4,Therm.decomp.,973,0.75,0.25,3.0,1.0,0.24,,34.7,42.5,35.8,21.7,57.5,20.0,,,,,
281,Pb,6.3,Ca,93.7,,,,,,,,,,,,,,193.7,Therm.decomp.,973,0.29,0.04,7.3,1.0,1.20,80.0,15.0,,,,78.0,11.7,,,,,
282,Fe,100.0,,,,,,,,,,,,,,,,16.6,Impregnation,1023,0.32,0.08,4.0,1.0,0.24,100.0,13.5,100.0,0.0,0.0,0.0,0.0,,,,,
,Na,16.6,Fe,66.7,,,,,Cl,16.7,,,,,,,,139.0,Impregnation,1023,0.32,0.08,4.0,1.0,0.24,100.0,18.2,70.5,15.7,,29.1,5.3,,,,,
,Fe,55.6,Na,13.9,,,,,B,16.6,Cl,13.9,,,,,,144.4,Impregnation,1023,0.32,0.08,4.0,1.0,0.24,,22.7,23.7,54.6,,75.8,17.2,,,,,
283,Ag,100.0,,,,,,,,,,,,,,,,5.0,Impregnation,1080,0.63,0.16,4.0,1.0,0.50,,13.0,,,,32.0,4.2,,,,,
,Na,5.0,Ag,90.0,,,,,P,5.0,,,,,,,,95.3,Impregnation,1100,0.63,0.16,4.0,1.0,0.50,,7.0,,,,91.0,6.4,,,,,
284,Au,.3,La,1.8,Ca,97.90,,,,,,,,,,,,116.4,Impregnation,1073,0.69,0.31,2.2,1.0,0.29,,32.3,,,,35.8,11.6,,,,,
285,Sr,16.7,La,33.3,Ca,50.00,,,,,,,,,,,,116.6,Impregnation,1073,0.90,0.10,9.0,1.0,0.06,,18.5,,,,78.4,14.5,,,,,
,La,33.3,Ca,66.7,,,,,,,,,,,,,,71.4,Impregnation,1073,0.90,0.10,9.0,1.0,0.06,,14.8,,,,67.4,10.0,,,,,
,Sr,4.7,La,33.3,Ca,62.00,,,,,,,,,,,,102.8,Impregnation,1073,0.90,0.10,9.0,1.0,0.06,,16.8,,,,77.3,13.0,,,,,
286,Na,7.5,Ca,92.5,,,,,,,,,,,,,,192.5,sol-gel,1063,0.90,0.10,9.0,1.0,0.60,95.0,18.0,,,,80.0,14.4,,,,,
287,Ti,100.0,,,,,,,,,,,,,,,,9.9,Impregnation,1073,0.75,0.25,3.0,1.0,2.10,,6.3,,7.5,,13.8,0.9,,,,,
,Mn,9.9,Ti,90.1,,,,,,,,,,,,,,90.8,Impregnation,1073,0.75,0.25,3.0,1.0,2.10,,17.7,,11.8,,23.0,4.1,,,,,
,La,.7,Mn,9.3,Ti,90.00,,,,,,,,,,,,100.3,Impregnation,1073,0.75,0.25,3.0,1.0,2.10,,16.0,,0.8,,2.8,0.4,,,,,
,Li,1.0,Mn,9.0,Ti,90.00,,,,,,,,,,,,100.0,Impregnation,1073,0.75,0.25,3.0,1.0,2.10,,22.1,,55.2,,71.5,15.8,,,,,
,Li,1.0,La,.7,Mn,8.30,Ti,90.00,,,,,,,,,,100.8,Impregnation,1073,0.75,0.25,3.0,1.0,2.10,,27.5,,61.2,,76.1,20.9,,,,,
288,V,1.8,Na,18.4,Mo,1.10,Si,78.70,,,,,Cl,,,,,101.7,Therm.decomp.,1023,0.21,0.03,6.4,1.0,0.29,,17.0,20.0,,,70.0,11.9,,,,,
289,Sr,3.5,,,,,,,,,,,,Si,96.5,,,103.1,Impregnation,1048,0.28,0.04,7.1,1.0,3.00,,9.0,,10.0,7.0,17.0,1.5,,,,,
,Li,6.6,Sr,7.4,,,,,,,,,,Si,86.0,,,93.7,Impregnation,1048,0.28,0.04,7.1,1.0,3.00,,4.0,,43.0,15.0,58.0,2.3,,,,,
290,Ce,.3,Li,15.6,Mg,84.10,,,,,,,,,,,,100.0,Impregnation,1003,0.67,0.33,2.0,1.0,1.32,,38.8,61.5,35.1,3.4,38.5,14.9,,,,,
,Ce,.3,Li,23.0,Ca,12.90,Mg,63.80,,,,,,,,,,199.7,Impregnation,1003,0.67,0.33,2.0,1.0,1.32,,28.0,23.2,57.5,19.3,76.8,21.5,,,,,
291,Bi,100.0,,,,,,,,,,,,,,,,4.0,Therm.decomp.,1088,0.34,0.13,2.6,1.0,0.50,,14.4,64.3,19.4,11.7,31.1,4.5,,,,,
,Sm,4.0,Bi,96.0,,,,,,,,,,,,,,100.0,Therm.decomp.,1088,0.34,0.13,2.6,1.0,0.50,,18.9,64.0,22.7,9.5,32.2,6.1,,,,,
,Er,4.0,Bi,96.0,,,,,,,,,,,,,,100.0,Therm.decomp.,1088,0.34,0.13,2.6,1.0,0.50,,19.4,62.8,23.7,7.9,31.6,6.1,,,,,
,Lu,4.0,Bi,96.0,,,,,,,,,,,,,,99.0,Therm.decomp.,1088,0.34,0.13,2.6,1.0,0.50,,20.2,63.9,24.9,7.4,32.3,6.5,,,,,
292,W,3.0,,,,,,,,,,,,Si,97.0,,,106.1,Impregnation,1073,0.43,0.14,3.1,1.0,0.15,,22.5,,,,4.2,0.9,,,,,
,Na,9.1,W,4.5,,,,,,,,,,Si,86.4,,,113.9,Impregnation,1073,0.43,0.14,3.1,1.0,0.15,,23.4,,,,70.2,16.4,,,,,
,Li,23.0,W,3.8,,,,,,,,,,Si,73.2,,,92.8,Impregnation,1073,0.43,0.14,3.1,1.0,0.15,,17.4,,,,50.9,8.9,,,,,
293,Na,15.8,W,7.9,,,,,,,,,,Si,76.3,,,93.2,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,19.5,4.1,25.7,16.7,57.6,74.3,3.0,,,,,
,Na,9.0,W,4.5,,,,,,,,,,La,86.5,,,106.8,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,97.0,25.8,46.7,28.7,24.6,53.3,13.8,,,,,
,Na,15.8,W,7.9,,,,,,,,,,Ce,76.3,,,87.5,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,94.8,22.4,26.5,35.8,37.7,73.5,16.5,,,,,
,Na,3.3,W,1.6,,,,,,,,,,Pr,95.1,,,105.7,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,94.5,27.6,37.7,29.5,32.8,62.3,17.2,,,,,
,Na,9.0,W,4.5,,,,,,,,,,Nd,86.5,,,100.0,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,88.6,25.2,35.7,33.7,30.6,64.3,16.2,,,,,
,Na,9.0,W,4.5,,,,,,,,,,Sm,86.5,,,95.8,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,92.5,26.3,36.7,33.1,30.2,63.3,16.6,,,,,
,Na,4.8,W,2.4,,,,,,,,,,Tb,92.8,,,104.2,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,95.4,26.6,43.9,25.1,31.0,56.1,14.9,,,,,
,Na,9.0,W,4.5,,,,,,,,,,Dy,86.5,,,100.0,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,88.1,22.7,41.6,28.4,30.0,58.4,13.3,,,,,
,Na,9.0,W,4.5,,,,,,,,,,Yb,86.5,,,92.8,Therm.decomp.,1053,0.42,0.09,4.8,1.0,1.00,76.5,20.5,43.5,25.5,31.0,56.5,11.6,,,,,
294,Mn,1.8,Na,9.1,W,4.80,Mg,84.30,,,,,,,,,,198.2,Impregnation,1073,0.88,0.12,7.3,1.0,0.52,,20.0,,,,80.0,16.0,,,,,
295,Zn,100.0,,,,,,,,,,,,,,,,48.5,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,11.0,74.0,,,26.0,2.9,,,,,
,Zn,48.5,,,,,,,,,,,,Al,51.5,,,67.3,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,11.0,23.2,18.0,33.0,51.0,5.6,,,,,
,Zn,15.8,,,,,,,,,,,,Si,84.2,,,97.2,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,6.7,83.0,,,16.0,1.1,,,,,
,Na,13.0,Zn,36.5,,,,,Cl,12.9,,,,Al,37.6,,,98.6,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,27.0,45.0,49.0,6.4,55.4,15.0,,,,,
,Na,11.6,Zn,12.1,,,,,Cl,11.5,,,,Si,64.8,,,104.5,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,7.2,43.0,,,57.0,4.1,,,,,
,Li,16.1,Zn,32.9,,,,,Cl,16.1,,,,Al,34.9,,,93.6,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,29.0,20.9,78.0,1.8,79.8,23.1,,,,,
,K,9.7,Zn,24.0,,,,,Cl,9.6,,,,Al,56.7,,,140.3,precipitation,1023,0.08,0.04,2.0,1.0,0.60,,16.0,32.2,51.0,17.0,68.0,10.9,,,,,
296,Ba,50.0,Ti,50.0,,,,,,,,,,,,,,55.6,sol-gel,1023,0.13,0.07,2.0,1.0,12.00,100.0,40.0,,,,35.0,14.0,,,,,
297,Pb,5.6,Ca,94.4,,,,,,,,,,,,,,97.4,Therm.decomp.,1023,0.07,0.03,2.0,1.0,1.80,,29.0,,,,13.0,3.8,,,,,
,La,3.0,Pb,5.9,Ca,91.10,,,,,,,,,,,,103.8,Therm.decomp.,1023,0.07,0.03,2.0,1.0,1.80,,32.0,,,,26.0,8.3,,,,,
,K,6.8,Pb,5.5,Ca,87.70,,,,,,,,,,,,117.8,Therm.decomp.,1023,0.07,0.03,2.0,1.0,1.80,,32.0,,,,28.0,9.0,,,,,
,Li,24.6,Pb,4.0,Ca,71.40,,,,,,,,,,,,#VALUE!,Therm.decomp.,1023,0.07,0.03,2.0,1.0,1.80,,34.0,,,,36.0,12.2,,,,,
298,Y,100.0,,,,,,,,,,,,,,,,4.8,Precipitation,1023,0.70,0.17,4.1,1.0,0.59,94.6,15.7,69.9,18.1,12.0,30.1,4.7,,,,,
,Sr,4.8,Y,95.2,,,,,,,,,,,,,,100.0,precipitation,1023,0.70,0.17,4.1,1.0,0.59,100.0,18.7,65.6,24.3,10.1,34.4,6.4,,,,,
,Na,4.8,Y,95.2,,,,,,,,,,,,,,128.5,precipitation,1023,0.70,0.09,7.8,1.0,0.59,87.0,7.5,55.4,0.0,44.6,44.6,3.3,,,,,
,Na,33.3,Y,66.7,,,,,,,,,,,,,,166.7,precipitation,1023,0.70,0.10,7.0,1.0,0.59,83.3,6.8,52.7,0.0,47.3,47.3,3.2,,,,,
299,Zr,100.0,,,,,,,,,,,,,,,,37.5,Therm.decomp.,1023,0.17,0.08,2.0,1.0,1.20,,24.6,96.9,1.0,2.1,3.1,0.8,,,,,
,Na,37.5,Zr,62.5,,,,,,,,,,,,,,89.8,Therm.decomp.,1023,0.17,0.08,2.0,1.0,1.20,,26.0,36.1,36.4,24.0,60.4,15.7,,,,,
,Na,27.3,Zr,45.4,,,,,Cl,27.3,,,,,,,,172.7,Therm.decomp.,1023,0.17,0.08,2.0,1.0,1.20,,33.5,59.2,22.4,17.2,39.6,13.3,,,,,
300,Nb,100.0,,,,,,,,,,,,,,,,50.0,n.a.,1023,0.70,0.07,10.0,1.0,0.59,,13.0,,,,30.0,3.9,,,,,
301,La,50.0,,,,,,,F,50.0,,,,,,,,53.3,Therm.decomp.,1053,0.80,0.20,4.0,1.0,0.24,,25.0,,27.2,19.4,46.6,11.7,,,,,
,Ba,3.3,La,45.0,,,,,F,51.7,,,,,,,,196.7,Therm.decomp.,1053,0.80,0.20,4.0,1.0,0.24,,28.7,,44.7,22.6,67.3,19.3,,,,,
,Ba,100.0,,,,,,,,,,,,,,,,9.1,Impregnation,1093,0.81,0.19,4.3,1.0,0.30,,3.0,44.6,0.0,55.4,55.4,1.7,,,,,
302,V,9.1,Ba,90.9,,,,,,,,,,,,,,95.9,Impregnation,1093,0.81,0.19,4.3,1.0,0.30,,25.0,49.0,37.2,23.8,61.0,15.3,,,,,
303,Ba,5.0,Ca,95.0,,,,,,,,,,,,,,105.0,Impregnation,1123,0.80,0.20,4.0,1.0,0.72,,26.2,,,,52.7,13.8,,,,,
,Ba,10.0,Ca,90.0,,,,,,,,,,,,,,95.3,Impregnation,1123,0.80,0.20,4.0,1.0,0.72,,27.6,,,,48.4,13.4,,,,,
,Ba,5.3,La,94.7,,,,,,,,,,,,,,128.0,Impregnation,1093,0.85,0.15,5.7,1.0,0.72,,24.2,,,,56.7,13.7,,,,,
304,Cu,33.3,La,66.7,,,,,,,,,,,,,,73.4,Therm.decomp.,1023,0.18,0.07,2.5,1.0,2.40,34.0,9.5,64.0,20.0,16.0,36.0,3.4,,,,,
,Ba,6.7,Cu,33.3,La,60.00,,,,,,,,,,,,110.0,Therm.decomp.,1023,0.18,0.09,1.9,1.0,2.40,37.2,13.6,62.5,24.3,13.2,37.5,5.1,,,,,
,Y,16.7,Ba,33.3,Cu,50.00,,,,,,,,,,,,116.6,Therm.decomp.,1023,0.18,0.09,2.0,1.0,2.40,12.4,6.2,37.2,40.5,22.5,63.0,3.9,,,,,
305,Sr,33.3,La,33.3,Zr,33.40,,,,,,,,,,,,100.0,n.a.,1153,0.42,0.17,2.4,1.0,0.30,,36.5,,,,49.0,17.9,,,,,
306,La,40.0,Na,40.0,Ba,20.00,,,,,,,,,,,,,Therm.decomp.,1003,0.78,0.22,3.5,1.0,1.62,,36.2,,,,49.2,17.8,,,,,
,La,40.0,Na,40.0,Mg,20.00,,,,,,,,,,,,,Therm.decomp.,1003,0.78,0.22,3.5,1.0,1.62,,37.3,,,,51.3,19.1,,,,,
